bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId,id,rewardsReceiptItemList_barcode,rewardsReceiptItemList_description,rewardsReceiptItemList_finalPrice,rewardsReceiptItemList_itemPrice,rewardsReceiptItemList_needsFetchReview,rewardsReceiptItemList_partnerItemId,rewardsReceiptItemList_preventTargetGapPoints,rewardsReceiptItemList_quantityPurchased,rewardsReceiptItemList_userFlaggedBarcode,rewardsReceiptItemList_userFlaggedNewItem,rewardsReceiptItemList_userFlaggedPrice,rewardsReceiptItemList_userFlaggedQuantity,rewardsReceiptItemList_originalMetaBriteBarcode,rewardsReceiptItemList_originalMetaBriteDescription,rewardsReceiptItemList_pointsNotAwardedReason,rewardsReceiptItemList_pointsPayerId,rewardsReceiptItemList_rewardsGroup,rewardsReceiptItemList_rewardsProductPartnerId,rewardsReceiptItemList_brandCode,rewardsReceiptItemList_competitorRewardsGroup,rewardsReceiptItemList_discountedItemPrice,rewardsReceiptItemList_originalReceiptItemText,rewardsReceiptItemList_itemNumber,rewardsReceiptItemList_needsFetchReviewReason,rewardsReceiptItemList_originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,rewardsReceiptItemList_targetPrice,rewardsReceiptItemList_competitiveProduct,rewardsReceiptItemList_userFlaggedDescription,rewardsReceiptItemList_deleted,rewardsReceiptItemList_priceAfterCoupon,rewardsReceiptItemList_metabriteCampaignId
,,1610144343000,1610144343000,,1610144344000,,,,0.0,,REJECTED,0.0,5ff8da28b3348b11c9337ac6,5ff8da570a720f05c5000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118100000,1610118100000,1610118104000.0,1610118108000,1610118104000.0,750.0,1610064000000.0,8.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '23.00', 'itemPrice': '23.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 8, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 5}",FINISHED,23.0,5ff873d304929111f6e91096,5ff873d40a720f0523000644,4011,ITEM NOT FOUND,23.00,23.00,False,1,True,8.0,4011,True,22.00,5.0,,,,,,,,,,,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610138530000,1610138530000,1610138583000.0,1610138583000,1610138583000.0,600.0,1609459200000.0,1.0,"{'barcode': '089203700016', 'brandCode': 'BRAND', 'description': 'PURE LEAF CHAMOMILE HERBAL TEA .74 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'PURE LEAF TEA', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,10.0,5ff8c330b3348b11c9337a04,5ff8c3a20a7214adca000005,089203700016,PURE LEAF CHAMOMILE HERBAL TEA .74 OZ,10.00,10.00,,0,,1.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,PURE LEAF TEA,5332f5f6e4b03c9a25efd0b4,BRAND,,,,,,,100.0,,,,,,
5.0,All-receipts receipt bonus,1610144341000,1610144341000,1610144346000.0,1610144346000,1610144341000.0,1005.0,1610057941000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,5ff8da28b3348b11c9337ac6,5ff8da550a720f05c5000014,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,1610144381000,1610144381000,,1610144381000,,,,0.0,"{'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '28.00', 'userFlaggedQuantity': 4}",FLAGGED,0.0,5ff8da7db3348b11c9337b6a,5ff8da7d0a720f05c500001c,,,,,True,1,True,,4011,True,28.00,4.0,,,,,,,,,,,,USER_FLAGGED,,,,,,,,
5.0,All-receipts receipt bonus,1610353687000,1610353687000,1610371690000.0,1610371690000,1610371690000.0,5.0,1610287200000.0,1.0,"{'brandCode': 'WINGSTOP', 'description': 'FILL UP MEAL', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': 'FILL UP MEAL', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,3.09,5ffc98b604929111f6e923f5,5ffc98b70a720f05c500003d,,FILL UP MEAL,3.09,3.09,,1009,,1.0,,,,,,,,,,,WINGSTOP,,3.09,FILL UP MEAL,,,,,,,,,,
,,1610396884000,1610396884000,1610396885000.0,1610396885000,1610396885000.0,100.0,1609718400000.0,1.0,"{'barcode': '079400245328', 'brandCode': 'BRAND', 'description': 'DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DOVE MEN+CARE DEODORANT', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,10.0,5ffcb47d04929111f6e9256c,5ffcb4d40a7214ad4e000017,079400245328,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,10.00,10.00,,0,,1.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,BRAND,,,,,,,100.0,,,,,,
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387452000,1610387452000,1610387452000.0,1610387457000,1610387452000.0,150.0,1610323200000.0,1.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 1}",FINISHED,20.0,5ffc8ff9b3348b11c9338896,5ffc8ffc0a720f05c5000036,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,1.0,4011,True,20.00,1.0,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390924000,1610390924000,,1610390925000,1610390925000.0,750.0,1610304524000.0,1.0,"{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FLAGGED,1.0,5ffc9d8cb3348b11c9338927,5ffc9d8c0a7214adca000049,075925306254,,1,1,,1,,1.0,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1610390948000,1610390948000,1610390948000.0,1610390953000,1610390948000.0,5.0,1610323200000.0,5.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '21.00', 'itemPrice': '21.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '21.00', 'userFlaggedQuantity': 5}",FINISHED,21.0,5ffc9da0b3348b11c9338951,5ffc9da40a7214adca000050,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,5.0,4011,True,21.00,5.0,,,,,,,,,,,,,,,,,,,,
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390954000,1610390954000,1610390955000.0,1610390955000,1610390955000.0,350.0,1609718400000.0,1.0,"{'barcode': '001111147332', 'brandCode': 'BRAND', 'description': 'CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'CARESS BODY WASH AND SOAP', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,10.0,5ffc9d87b3348b11c9338920,5ffc9daa0a7214adca000054,001111147332,CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ,10.00,10.00,,0,,1.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,CARESS BODY WASH AND SOAP,5332f5f6e4b03c9a25efd0b4,BRAND,,,,,,,100.0,,,,,,
,,1610350626000,1610350626000,1610368681000.0,1610368681000,,0.0,1610287200000.0,1.0,"{'brandCode': 'WINGSTOP', 'description': '12 CLASSIC COMBO J', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': '12 CLASSIC COMBO J', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,3.09,5ffc8cc104929111f6e922a3,5ffc8cc20a720f05c5000026,,12 CLASSIC COMBO J,3.09,3.09,,1009,,1.0,,,,,,,,,,,WINGSTOP,,3.09,12 CLASSIC COMBO J,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390945000,1610390945000,1610390945000.0,1610390950000,1610390945000.0,750.0,1610323200000.0,4.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '21.00', 'itemPrice': '21.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '21.00', 'userFlaggedQuantity': 4}",FINISHED,21.0,5ffc9da0b3348b11c9338951,5ffc9da10a720f05c5000043,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,4.0,4011,True,21.00,4.0,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396857000,1610396857000,1610396858000.0,1610396862000,1610396858000.0,750.0,1610323200000.0,5.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '22.00', 'itemPrice': '22.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 5}",FINISHED,22.0,5ffcb4b9b3348b11c9338ae7,5ffcb4b90a720f051500000c,4011,ITEM NOT FOUND,22.00,22.00,False,1,True,5.0,4011,True,22.00,5.0,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610356307000,1610356307000,1610374310000.0,1610374310000,1610374310000.0,5.0,1610287200000.0,1.0,"{'brandCode': 'WINGSTOP', 'description': 'FILL UP MEAL', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': 'FILL UP MEAL', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,3.09,5ffca2f3b3348b11c9338a10,5ffca2f30a720f05c5000054,,FILL UP MEAL,3.09,3.09,,1009,,1.0,,,,,,,,,,,WINGSTOP,,3.09,FILL UP MEAL,,,,,,,,,,
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396816000,1610396816000,,1610396817000,,8950.0,1613075216000.0,10.0,"{'barcode': '034100573065', 'description': 'MILLER LITE 24 PACK 12OZ CAN', 'finalPrice': '29', 'itemPrice': '29', 'partnerItemId': '1', 'pointsEarned': '870.0', 'pointsPayerId': '5332f709e4b03c9a25efd0f1', 'quantityPurchased': 1, 'rewardsGroup': 'MILLER LITE 24 PACK', 'rewardsProductPartnerId': '5332f709e4b03c9a25efd0f1', 'targetPrice': '77'}",FLAGGED,290.0,5ffcb47d04929111f6e9256c,5ffcb4900a720f0515000002,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,1,,1.0,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387364000,1610387364000,1610387370000.0,1610387370000,1610387364000.0,300.0,1610300964000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,5ffc8f9704929111f6e922bf,5ffc8fa40a720f05c5000028,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610352130000,1610352130000,1610370139000.0,1610370139000,1610370139000.0,5.0,1610287200000.0,1.0,"{'brandCode': 'WINGSTOP', 'description': 'FILL UP MEAL', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': 'FILL UP MEAL', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,3.09,5ffc92a104929111f6e923cb,5ffc92a20a7214adca000046,,FILL UP MEAL,3.09,3.09,,1009,,1.0,,,,,,,,,,,WINGSTOP,,3.09,FILL UP MEAL,,,,,,,,,,
5.0,All-receipts receipt bonus,1610387432000,1610387432000,1610387433000.0,1610387433000,1610387433000.0,5.0,1610301031000.0,1.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,54943462e4b07e684157a532,5ffc8fe80a720f05c5000031,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390945000,1610390945000,1610390946000.0,1610390950000,1610390946000.0,500.0,1610323200000.0,4.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '27.00', 'itemPrice': '27.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '27.00', 'userFlaggedQuantity': 4}",FINISHED,27.0,5ffc9da0b3348b11c9338951,5ffc9da10a7214adca00004d,4011,ITEM NOT FOUND,27.00,27.00,False,1,True,4.0,4011,True,27.00,4.0,,,,,,,,,,,,,,,,,,,,
,,1610390982000,1610390982000,,1610390983000,,,1509321600000.0,3.0,"{'deleted': True, 'description': 'DELETED ITEM', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",REJECTED,3.0,5ffc9d87b3348b11c9338920,5ffc9dc60a7214adca00005a,,DELETED ITEM,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396813000,1610396813000,,1610396815000,1610396815000.0,750.0,1610310413000.0,1.0,"{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FLAGGED,1.0,5ffcb48d04929111f6e92594,5ffcb48d0a7214ad4e000002,075925306254,,1,1,,1,,1.0,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390946000,1610390946000,1610390947000.0,1610390951000,1610390947000.0,300.0,1610323200000.0,4.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '29.00', 'itemPrice': '29.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 4}",FINISHED,29.0,5ffc9da0b3348b11c9338951,5ffc9da20a7214adca00004e,4011,ITEM NOT FOUND,29.00,29.00,False,1,True,4.0,4011,True,29.00,4.0,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610387369000,1610387369000,1610387370000.0,1610387370000,1610387370000.0,5.0,1610387369000.0,1.0,"{'brandCode': 'MISSION', 'competitorRewardsGroup': 'TACO BELL TACO SHELLS', 'description': 'MSSN TORTLLA', 'discountedItemPrice': '2.23', 'finalPrice': '2.23', 'itemPrice': '2.23', 'originalReceiptItemText': 'MSSN TORTLLA', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,2.23,5ffc8f9704929111f6e922bf,5ffc8fa90a720f05c500002a,,MSSN TORTLLA,2.23,2.23,,1009,,1.0,,,,,,,,,,,MISSION,TACO BELL TACO SHELLS,2.23,MSSN TORTLLA,,,,,,,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1610390992000,1610390992000,,1610390992000,,25.0,1610304592000.0,1.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FLAGGED,1.0,5ffc9d87b3348b11c9338920,5ffc9dd00a720f05c5000051,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610396845000,1610396845000,1610396850000.0,1610396850000,1610396845000.0,5.0,1610310445000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,5ffcb47d04929111f6e9256c,5ffcb4ad0a720f0515000009,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610396865000,1610396865000,1610396865000.0,1610396870000,1610396865000.0,5.0,1610323200000.0,3.0,"{'barcode': '4011', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 3, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 3}",FINISHED,20.0,5ffcb4bc04929111f6e92608,5ffcb4c10a7214ad4e000014,4011,,20.00,20.00,True,1,True,3.0,4011,True,20.00,3.0,,,,,,,,,,,,USER_FLAGGED,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390941000,1610390941000,1610390942000.0,1610390946000,1610390942000.0,750.0,1610323200000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '26.00', 'itemPrice': '26.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '26.00', 'userFlaggedQuantity': 2}",FINISHED,26.0,5ffc9d9d04929111f6e9244f,5ffc9d9d0a720f05c5000042,4011,ITEM NOT FOUND,26.00,26.00,False,1,True,2.0,4011,True,26.00,2.0,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1610390940000,1610390940000,,1610390945000,,5.0,1610323200000.0,1.0,"{'barcode': '4011', 'finalPrice': '24.00', 'itemPrice': '24.00', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '24.00', 'userFlaggedQuantity': 5}",REJECTED,10.0,5ffc9d9cb3348b11c933893f,5ffc9d9c0a7214adca00004b,4011,,24.00,24.00,True,1,True,5.0,4011,True,24.00,5.0,,,,,,,,,,,,USER_FLAGGED,,,,,,,,
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387361000,1610387361000,1610387368000.0,1610387368000,1610387361000.0,250.0,1610300961000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,5ffc8f9704929111f6e922bf,5ffc8fa10a7214adca00002e,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,1610396873000,1610396873000,1610396874000.0,1610396874000,1610396873000.0,100.0,1609718400000.0,1.0,"{'barcode': '079400245328', 'brandCode': 'BRAND', 'description': 'DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DOVE MEN+CARE DEODORANT', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,10.0,5ffcb47d04929111f6e9256c,5ffcb4c90a7214ad4e000016,079400245328,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,10.00,10.00,,0,,1.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,BRAND,,,,,,,100.0,,,,,,
,,1610350612000,1610350612000,1610368616000.0,1610368616000,,0.0,1610287200000.0,1.0,"{'brandCode': 'WINGSTOP', 'description': '12 CLASSIC COMBO J', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': '12 CLASSIC COMBO J', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,3.09,5ffc8cb304929111f6e9229d,5ffc8cb40a720f05c5000025,,12 CLASSIC COMBO J,3.09,3.09,,1009,,1.0,,,,,,,,,,,WINGSTOP,,3.09,12 CLASSIC COMBO J,,,,,,,,,,
5.0,All-receipts receipt bonus,1610396856000,1610396856000,,1610396861000,,5.0,1610323200000.0,1.0,"{'barcode': '4011', 'finalPrice': '22.00', 'itemPrice': '22.00', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 1}",REJECTED,10.0,5ffcb4b8b3348b11c9338ae1,5ffcb4b80a7214ad4e00000d,4011,,22.00,22.00,True,1,True,1.0,4011,True,22.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396834000,1610396834000,1610396839000.0,1610396839000,1610396834000.0,100.0,1610310434000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,5ffcb47d04929111f6e9256c,5ffcb4a20a720f0515000006,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387353000,1610387353000,1610387358000.0,1610387358000,1610387358000.0,885.0,1610300953000.0,2.0,"{'barcode': '079400236425', 'description': 'DOVE MEN PLUS CARE ANTIPERSPIRANT EXTRA FRESH 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 2.7 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DOVE MEN+CARE DEODORANT', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800'}",FINISHED,2.0,5ffc8f9704929111f6e922bf,5ffc8f990a7214adca00002d,079400236425,DOVE MEN PLUS CARE ANTIPERSPIRANT EXTRA FRESH 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 2.7 OZ,1,1,,1,,1.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,5332f5f6e4b03c9a25efd0b4,,,,,,,,10.0,800,,,,,
,,1610489022000,1610489022000,1610489022000.0,1610489022000,,,1610409600000.0,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1cbe0a7214ad28002843,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
,,1610409947000,1610409947000,1610409949000.0,1610409947000,,,1610409600000.0,,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",PENDING,28.57,59c124bae4b0299e55b0f330,5ffce7db0a720f051500236e,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
,,1610410071000,1610410071000,,1610410071000,,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8570a7214ad4e003e6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
